file,change_type,line_number,content,conflict
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,1,"file,change_type,line_number,content,conflict",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,2,".github/workflows/sync.yml,REMOVAL,4,# CONFIGURATION — set your defaults here,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,3,".github/workflows/sync.yml,REMOVAL,5,# All values can be overridden at runtime via workflow_dispatch inputs,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,4,".github/workflows/sync.yml,REMOVAL,6,# ─────────────────────────────────────────────────────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,5,".github/workflows/sync.yml,REMOVAL,7,# from_branch   : branch changes come FROM (e.g. master),false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,6,".github/workflows/sync.yml,REMOVAL,8,# to_branch     : branch changes go INTO  (e.g. release),false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,7,".github/workflows/sync.yml,REMOVAL,9,# csv_branch    : branch where diff_summary.csv is committed (e.g. release),false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,8,".github/workflows/sync.yml,REMOVAL,10,""# notify_users  : comma-separated GitHub usernames to notify (e.g. user1,user2)"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,9,".github/workflows/sync.yml,ADDITION,4,# CONFIGURATION — all branch names and settings come from GitHub Repo Variables,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,10,".github/workflows/sync.yml,ADDITION,5,# No hardcoded values anywhere in this file.,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,11,".github/workflows/sync.yml,ADDITION,6,#,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,12,".github/workflows/sync.yml,ADDITION,7,# Required setup (one time):,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,13,".github/workflows/sync.yml,ADDITION,8,#   GitHub repo → Settings → Secrets and variables → Actions → Variables tab,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,14,".github/workflows/sync.yml,ADDITION,9,#,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,15,".github/workflows/sync.yml,ADDITION,10,#   Variable Name    Description                        Example,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,16,".github/workflows/sync.yml,ADDITION,11,#   ─────────────    ─────────────────────────────────  ──────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,17,".github/workflows/sync.yml,ADDITION,12,#   FROM_BRANCH      Branch changes come FROM           master,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,18,".github/workflows/sync.yml,ADDITION,13,#   TO_BRANCH        Branch changes go INTO             mod-release,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,19,".github/workflows/sync.yml,ADDITION,14,#   CSV_BRANCH       Branch where CSV is committed      mod-release,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,20,".github/workflows/sync.yml,ADDITION,15,""#   NOTIFY_USERS     Comma-separated GitHub usernames   user1,user2"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,21,".github/workflows/sync.yml,ADDITION,16,#,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,22,".github/workflows/sync.yml,ADDITION,17,# To change branches or notify users:,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,23,".github/workflows/sync.yml,ADDITION,18,""#   Just update the variables on GitHub — no code change, no push needed."",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,24,".github/workflows/sync.yml,REMOVAL,14,  # ── Automatic: fires when a PR is merged ──────────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,25,".github/workflows/sync.yml,ADDITION,22,  # ── Automatic: fires when a PR is merged into any branch ──────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,26,".github/workflows/sync.yml,REMOVAL,19,  # ── Manual: trigger for any branch combination ────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,27,".github/workflows/sync.yml,ADDITION,27,  # ── Manual: override any variable for a single run ────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,28,".github/workflows/sync.yml,REMOVAL,23,        description: 'Source branch (changes come FROM here)',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,29,".github/workflows/sync.yml,REMOVAL,24,        required: true,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,30,".github/workflows/sync.yml,REMOVAL,25,        default: 'master',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,31,".github/workflows/sync.yml,ADDITION,31,        description: 'Source branch — leave blank to use FROM_BRANCH repo variable',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,32,".github/workflows/sync.yml,ADDITION,32,        required: false,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,33,".github/workflows/sync.yml,ADDITION,33,        default: '',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,34,".github/workflows/sync.yml,REMOVAL,27,        description: 'Target branch (changes go INTO here)',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,35,".github/workflows/sync.yml,REMOVAL,28,        required: true,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,36,".github/workflows/sync.yml,REMOVAL,29,        default: 'mod-release',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,37,".github/workflows/sync.yml,ADDITION,35,        description: 'Target branch — leave blank to use TO_BRANCH repo variable',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,38,".github/workflows/sync.yml,ADDITION,36,        required: false,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,39,".github/workflows/sync.yml,ADDITION,37,        default: '',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,40,".github/workflows/sync.yml,REMOVAL,31,        description: 'Branch where diff_summary.csv will be committed',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,41,".github/workflows/sync.yml,REMOVAL,32,        required: true,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,42,".github/workflows/sync.yml,REMOVAL,33,        default: 'mod-release',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,43,".github/workflows/sync.yml,ADDITION,39,        description: 'CSV branch — leave blank to use CSV_BRANCH repo variable',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,44,".github/workflows/sync.yml,ADDITION,40,        required: false,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,45,".github/workflows/sync.yml,ADDITION,41,        default: '',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,46,".github/workflows/sync.yml,REMOVAL,35,""        description: 'GitHub usernames to notify — comma separated (e.g. user1,user2)'"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,47,".github/workflows/sync.yml,ADDITION,43,        description: 'Notify users — leave blank to use NOTIFY_USERS repo variable',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,48,".github/workflows/sync.yml,REMOVAL,37,        default: 'YASWANTHBHERI',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,49,".github/workflows/sync.yml,ADDITION,45,        default: '',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,50,".github/workflows/sync.yml,REMOVAL,41,""    # For automatic trigger: only run when PR is actually merged, not just closed"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,51,".github/workflows/sync.yml,ADDITION,49,""    # Only run when PR is actually merged, not just closed"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,52,".github/workflows/sync.yml,REMOVAL,48,    # ── Environment variables — edit these defaults for your project ──────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,53,".github/workflows/sync.yml,REMOVAL,49,    env:,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,54,".github/workflows/sync.yml,REMOVAL,50,      DEFAULT_FROM_BRANCH: 'master',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,55,".github/workflows/sync.yml,REMOVAL,51,      DEFAULT_TO_BRANCH: 'mod-release',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,56,".github/workflows/sync.yml,REMOVAL,52,      DEFAULT_CSV_BRANCH: 'mod-release',false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,57,".github/workflows/sync.yml,REMOVAL,53,      DEFAULT_NOTIFY_USERS: 'YASWANTHBHERI'   # ← replace with your team's GitHub usernames,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,58,".github/workflows/sync.yml,REMOVAL,54,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,59,".github/workflows/sync.yml,REMOVAL,56,      # ── Step 1: Resolve all configurable inputs ──────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,60,".github/workflows/sync.yml,ADDITION,57,      # ── Step 1: Resolve inputs ────────────────────────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,61,".github/workflows/sync.yml,ADDITION,58,      # Priority: workflow_dispatch input → GitHub repo variable,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,62,".github/workflows/sync.yml,ADDITION,59,      # If neither is set the step will fail with a clear error message,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,63,".github/workflows/sync.yml,ADDITION,63,          # Resolve from_branch,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,64,".github/workflows/sync.yml,ADDITION,64,""          if [ -n """"${{ github.event.inputs.from_branch }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,65,".github/workflows/sync.yml,ADDITION,65,""            FROM=""""${{ github.event.inputs.from_branch }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,66,".github/workflows/sync.yml,ADDITION,66,""          elif [ -n """"${{ vars.FROM_BRANCH }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,67,".github/workflows/sync.yml,ADDITION,67,""            FROM=""""${{ vars.FROM_BRANCH }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,68,".github/workflows/sync.yml,ADDITION,68,          else,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,69,".github/workflows/sync.yml,ADDITION,69,""            echo """"❌ ERROR: FROM_BRANCH is not set."""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,70,".github/workflows/sync.yml,ADDITION,70,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,71,".github/workflows/sync.yml,ADDITION,71,""            echo """"   Add variable: FROM_BRANCH = <your branch name>"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,72,".github/workflows/sync.yml,ADDITION,72,            exit 1,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,73,".github/workflows/sync.yml,ADDITION,73,          fi,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,74,".github/workflows/sync.yml,ADDITION,74,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,75,".github/workflows/sync.yml,ADDITION,75,          # Resolve to_branch,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,76,".github/workflows/sync.yml,ADDITION,76,""          if [ -n """"${{ github.event.inputs.to_branch }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,77,".github/workflows/sync.yml,ADDITION,77,""            TO=""""${{ github.event.inputs.to_branch }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,78,".github/workflows/sync.yml,ADDITION,78,""          elif [ -n """"${{ vars.TO_BRANCH }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,79,".github/workflows/sync.yml,ADDITION,79,""            TO=""""${{ vars.TO_BRANCH }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,80,".github/workflows/sync.yml,ADDITION,80,          else,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,81,".github/workflows/sync.yml,ADDITION,81,""            echo """"❌ ERROR: TO_BRANCH is not set."""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,82,".github/workflows/sync.yml,ADDITION,82,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,83,".github/workflows/sync.yml,ADDITION,83,""            echo """"   Add variable: TO_BRANCH = <your branch name>"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,84,".github/workflows/sync.yml,ADDITION,84,            exit 1,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,85,".github/workflows/sync.yml,ADDITION,85,          fi,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,86,".github/workflows/sync.yml,ADDITION,86,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,87,".github/workflows/sync.yml,ADDITION,87,          # Resolve csv_branch,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,88,".github/workflows/sync.yml,ADDITION,88,""          if [ -n """"${{ github.event.inputs.csv_branch }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,89,".github/workflows/sync.yml,ADDITION,89,""            CSV=""""${{ github.event.inputs.csv_branch }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,90,".github/workflows/sync.yml,ADDITION,90,""          elif [ -n """"${{ vars.CSV_BRANCH }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,91,".github/workflows/sync.yml,ADDITION,91,""            CSV=""""${{ vars.CSV_BRANCH }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,92,".github/workflows/sync.yml,ADDITION,92,          else,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,93,".github/workflows/sync.yml,ADDITION,93,""            echo """"❌ ERROR: CSV_BRANCH is not set."""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,94,".github/workflows/sync.yml,ADDITION,94,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,95,".github/workflows/sync.yml,ADDITION,95,""            echo """"   Add variable: CSV_BRANCH = <your branch name>"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,96,".github/workflows/sync.yml,ADDITION,96,            exit 1,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,97,".github/workflows/sync.yml,ADDITION,97,          fi,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,98,".github/workflows/sync.yml,ADDITION,98,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,99,".github/workflows/sync.yml,ADDITION,99,          # Resolve notify_users (optional — empty is allowed),false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,100,".github/workflows/sync.yml,ADDITION,100,""          if [ -n """"${{ github.event.inputs.notify_users }}"""" ]; then"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,101,".github/workflows/sync.yml,ADDITION,101,""            NOTIFY=""""${{ github.event.inputs.notify_users }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,102,".github/workflows/sync.yml,ADDITION,102,          else,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,103,".github/workflows/sync.yml,ADDITION,103,""            NOTIFY=""""${{ vars.NOTIFY_USERS }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,104,".github/workflows/sync.yml,ADDITION,104,          fi,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,105,".github/workflows/sync.yml,ADDITION,105,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,106,".github/workflows/sync.yml,ADDITION,106,          # Resolve PR number,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,107,".github/workflows/sync.yml,REMOVAL,61,""            echo """"from_branch=${{ github.event.inputs.from_branch }}"""" >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,108,".github/workflows/sync.yml,REMOVAL,62,""            echo """"to_branch=${{ github.event.inputs.to_branch }}""""     >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,109,".github/workflows/sync.yml,REMOVAL,63,""            echo """"csv_branch=${{ github.event.inputs.csv_branch }}""""   >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,110,".github/workflows/sync.yml,REMOVAL,64,""            echo """"notify_users=${{ github.event.inputs.notify_users }}"""" >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,111,".github/workflows/sync.yml,REMOVAL,65,""            echo """"pr_number=manual-$(date +%s)""""                       >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,112,".github/workflows/sync.yml,ADDITION,108,""            PR=""""manual-$(date +%s)"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,113,".github/workflows/sync.yml,REMOVAL,67,""            echo """"from_branch=${{ github.event.pull_request.base.ref }}"""" >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,114,".github/workflows/sync.yml,REMOVAL,68,""            echo """"to_branch=${DEFAULT_TO_BRANCH}""""                         >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,115,".github/workflows/sync.yml,REMOVAL,69,""            echo """"csv_branch=${DEFAULT_CSV_BRANCH}""""                       >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,116,".github/workflows/sync.yml,REMOVAL,70,""            echo """"notify_users=${DEFAULT_NOTIFY_USERS}""""                   >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,117,".github/workflows/sync.yml,REMOVAL,71,""            echo """"pr_number=${{ github.event.pull_request.number }}""""      >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,118,".github/workflows/sync.yml,ADDITION,110,""            PR=""""${{ github.event.pull_request.number }}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,119,".github/workflows/sync.yml,ADDITION,113,""          echo """"from_branch=${FROM}""""    >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,120,".github/workflows/sync.yml,ADDITION,114,""          echo """"to_branch=${TO}""""        >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,121,".github/workflows/sync.yml,ADDITION,115,""          echo """"csv_branch=${CSV}""""      >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,122,".github/workflows/sync.yml,ADDITION,116,""          echo """"notify_users=${NOTIFY}"""" >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,123,".github/workflows/sync.yml,ADDITION,117,""          echo """"pr_number=${PR}""""        >> $GITHUB_OUTPUT"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,124,".github/workflows/sync.yml,ADDITION,118,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,125,".github/workflows/sync.yml,ADDITION,119,""          echo """"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,126,".github/workflows/sync.yml,ADDITION,120,""          echo """" Resolved config:"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,127,".github/workflows/sync.yml,ADDITION,121,""          echo """"  from_branch  = ${FROM}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,128,".github/workflows/sync.yml,ADDITION,122,""          echo """"  to_branch    = ${TO}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,129,".github/workflows/sync.yml,ADDITION,123,""          echo """"  csv_branch   = ${CSV}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,130,".github/workflows/sync.yml,ADDITION,124,""          echo """"  notify_users = ${NOTIFY}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,131,".github/workflows/sync.yml,ADDITION,125,""          echo """"  pr_number    = ${PR}"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,132,".github/workflows/sync.yml,ADDITION,126,""          echo """"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━"""""",false",false
