file,change_type,line_number,content,conflict
.github/workflows/sync.yml,REMOVAL,4,# CONFIGURATION — set your defaults here,false
.github/workflows/sync.yml,REMOVAL,5,# All values can be overridden at runtime via workflow_dispatch inputs,false
.github/workflows/sync.yml,REMOVAL,6,# ─────────────────────────────────────────────────────────────────────────────,false
.github/workflows/sync.yml,REMOVAL,7,# from_branch   : branch changes come FROM (e.g. master),false
.github/workflows/sync.yml,REMOVAL,8,# to_branch     : branch changes go INTO  (e.g. release),false
.github/workflows/sync.yml,REMOVAL,9,# csv_branch    : branch where diff_summary.csv is committed (e.g. release),false
.github/workflows/sync.yml,REMOVAL,10,"# notify_users  : comma-separated GitHub usernames to notify (e.g. user1,user2)",false
.github/workflows/sync.yml,ADDITION,4,# CONFIGURATION — all branch names and settings come from GitHub Repo Variables,false
.github/workflows/sync.yml,ADDITION,5,# No hardcoded values anywhere in this file.,false
.github/workflows/sync.yml,ADDITION,6,#,false
.github/workflows/sync.yml,ADDITION,7,# Required setup (one time):,false
.github/workflows/sync.yml,ADDITION,8,#   GitHub repo → Settings → Secrets and variables → Actions → Variables tab,false
.github/workflows/sync.yml,ADDITION,9,#,false
.github/workflows/sync.yml,ADDITION,10,#   Variable Name    Description                        Example,false
.github/workflows/sync.yml,ADDITION,11,#   ─────────────    ─────────────────────────────────  ──────────────────────,false
.github/workflows/sync.yml,ADDITION,12,#   FROM_BRANCH      Branch changes come FROM           master,false
.github/workflows/sync.yml,ADDITION,13,#   TO_BRANCH        Branch changes go INTO             mod-release,false
.github/workflows/sync.yml,ADDITION,14,#   CSV_BRANCH       Branch where CSV is committed      mod-release,false
.github/workflows/sync.yml,ADDITION,15,"#   NOTIFY_USERS     Comma-separated GitHub usernames   user1,user2",false
.github/workflows/sync.yml,ADDITION,16,#,false
.github/workflows/sync.yml,ADDITION,17,# To change branches or notify users:,false
.github/workflows/sync.yml,ADDITION,18,"#   Just update the variables on GitHub — no code change, no push needed.",false
.github/workflows/sync.yml,REMOVAL,14,  # ── Automatic: fires when a PR is merged ──────────────────────────────────,false
.github/workflows/sync.yml,ADDITION,22,  # ── Automatic: fires when a PR is merged into any branch ──────────────────,false
.github/workflows/sync.yml,REMOVAL,19,  # ── Manual: trigger for any branch combination ────────────────────────────,false
.github/workflows/sync.yml,ADDITION,27,  # ── Manual: override any variable for a single run ────────────────────────,false
.github/workflows/sync.yml,REMOVAL,23,        description: 'Source branch (changes come FROM here)',false
.github/workflows/sync.yml,REMOVAL,24,        required: true,false
.github/workflows/sync.yml,REMOVAL,25,        default: 'master',false
.github/workflows/sync.yml,ADDITION,31,        description: 'Source branch — leave blank to use FROM_BRANCH repo variable',false
.github/workflows/sync.yml,ADDITION,32,        required: false,false
.github/workflows/sync.yml,ADDITION,33,        default: '',false
.github/workflows/sync.yml,REMOVAL,27,        description: 'Target branch (changes go INTO here)',false
.github/workflows/sync.yml,REMOVAL,28,        required: true,false
.github/workflows/sync.yml,REMOVAL,29,        default: 'mod-release',false
.github/workflows/sync.yml,ADDITION,35,        description: 'Target branch — leave blank to use TO_BRANCH repo variable',false
.github/workflows/sync.yml,ADDITION,36,        required: false,false
.github/workflows/sync.yml,ADDITION,37,        default: '',false
.github/workflows/sync.yml,REMOVAL,31,        description: 'Branch where diff_summary.csv will be committed',false
.github/workflows/sync.yml,REMOVAL,32,        required: true,false
.github/workflows/sync.yml,REMOVAL,33,        default: 'mod-release',false
.github/workflows/sync.yml,ADDITION,39,        description: 'CSV branch — leave blank to use CSV_BRANCH repo variable',false
.github/workflows/sync.yml,ADDITION,40,        required: false,false
.github/workflows/sync.yml,ADDITION,41,        default: '',false
.github/workflows/sync.yml,REMOVAL,35,"        description: 'GitHub usernames to notify — comma separated (e.g. user1,user2)'",false
.github/workflows/sync.yml,ADDITION,43,        description: 'Notify users — leave blank to use NOTIFY_USERS repo variable',false
.github/workflows/sync.yml,REMOVAL,37,        default: 'YASWANTHBHERI',false
.github/workflows/sync.yml,ADDITION,45,        default: '',false
.github/workflows/sync.yml,REMOVAL,41,"    # For automatic trigger: only run when PR is actually merged, not just closed",false
.github/workflows/sync.yml,ADDITION,49,"    # Only run when PR is actually merged, not just closed",false
.github/workflows/sync.yml,REMOVAL,48,    # ── Environment variables — edit these defaults for your project ──────────,false
.github/workflows/sync.yml,REMOVAL,49,    env:,false
.github/workflows/sync.yml,REMOVAL,50,      DEFAULT_FROM_BRANCH: 'master',false
.github/workflows/sync.yml,REMOVAL,51,      DEFAULT_TO_BRANCH: 'mod-release',false
.github/workflows/sync.yml,REMOVAL,52,      DEFAULT_CSV_BRANCH: 'mod-release',false
.github/workflows/sync.yml,REMOVAL,53,      DEFAULT_NOTIFY_USERS: 'YASWANTHBHERI'   # ← replace with your team's GitHub usernames,false
.github/workflows/sync.yml,REMOVAL,54,,false
.github/workflows/sync.yml,REMOVAL,56,      # ── Step 1: Resolve all configurable inputs ──────────────────────────────,false
.github/workflows/sync.yml,ADDITION,57,      # ── Step 1: Resolve inputs ────────────────────────────────────────────────,false
.github/workflows/sync.yml,ADDITION,58,      # Priority: workflow_dispatch input → GitHub repo variable,false
.github/workflows/sync.yml,ADDITION,59,      # If neither is set the step will fail with a clear error message,false
.github/workflows/sync.yml,ADDITION,63,          # Resolve from_branch,false
.github/workflows/sync.yml,ADDITION,64,"          if [ -n ""${{ github.event.inputs.from_branch }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,65,"            FROM=""${{ github.event.inputs.from_branch }}""",false
.github/workflows/sync.yml,ADDITION,66,"          elif [ -n ""${{ vars.FROM_BRANCH }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,67,"            FROM=""${{ vars.FROM_BRANCH }}""",false
.github/workflows/sync.yml,ADDITION,68,          else,false
.github/workflows/sync.yml,ADDITION,69,"            echo ""❌ ERROR: FROM_BRANCH is not set.""",false
.github/workflows/sync.yml,ADDITION,70,"            echo ""   Go to: Settings → Secrets and variables → Actions → Variables""",false
.github/workflows/sync.yml,ADDITION,71,"            echo ""   Add variable: FROM_BRANCH = <your branch name>""",false
.github/workflows/sync.yml,ADDITION,72,            exit 1,false
.github/workflows/sync.yml,ADDITION,73,          fi,false
.github/workflows/sync.yml,ADDITION,74,,false
.github/workflows/sync.yml,ADDITION,75,          # Resolve to_branch,false
.github/workflows/sync.yml,ADDITION,76,"          if [ -n ""${{ github.event.inputs.to_branch }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,77,"            TO=""${{ github.event.inputs.to_branch }}""",false
.github/workflows/sync.yml,ADDITION,78,"          elif [ -n ""${{ vars.TO_BRANCH }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,79,"            TO=""${{ vars.TO_BRANCH }}""",false
.github/workflows/sync.yml,ADDITION,80,          else,false
.github/workflows/sync.yml,ADDITION,81,"            echo ""❌ ERROR: TO_BRANCH is not set.""",false
.github/workflows/sync.yml,ADDITION,82,"            echo ""   Go to: Settings → Secrets and variables → Actions → Variables""",false
.github/workflows/sync.yml,ADDITION,83,"            echo ""   Add variable: TO_BRANCH = <your branch name>""",false
.github/workflows/sync.yml,ADDITION,84,            exit 1,false
.github/workflows/sync.yml,ADDITION,85,          fi,false
.github/workflows/sync.yml,ADDITION,86,,false
.github/workflows/sync.yml,ADDITION,87,          # Resolve csv_branch,false
.github/workflows/sync.yml,ADDITION,88,"          if [ -n ""${{ github.event.inputs.csv_branch }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,89,"            CSV=""${{ github.event.inputs.csv_branch }}""",false
.github/workflows/sync.yml,ADDITION,90,"          elif [ -n ""${{ vars.CSV_BRANCH }}"" ]; then",false
.github/workflows/sync.yml,ADDITION,91,"            CSV=""${{ vars.CSV_BRANCH }}""",false
.github/workflows/sync.yml,ADDITION,92,          else,false
.github/workflows/sync.yml,ADDITION,93,"            echo ""❌ ERROR: CSV_BRANCH is not set.""",false
.github/workflows/sync.yml,ADDITION,94,"            echo ""   Go to: Settings → Secrets and variables → Actions → Variables""",false
