file,change_type,line_number,content,conflict
AccountService.java,ADDITION,1,import java.sql.Connection;,false
AccountService.java,ADDITION,2,import java.sql.PreparedStatement;,false
AccountService.java,ADDITION,3,import java.sql.ResultSet;,false
AccountService.java,ADDITION,4,,false
AccountService.java,ADDITION,5,/**,false
AccountService.java,ADDITION,6, * AccountService.java,false
AccountService.java,ADDITION,7, * Pine Labs Credit Modernization,false
AccountService.java,ADDITION,8, * New file added via feature/automation branch,false
AccountService.java,ADDITION,9, * Account balance and status management — PostgreSQL syntax,false
AccountService.java,ADDITION,10, */,false
AccountService.java,ADDITION,11,public class AccountService {,false
AccountService.java,ADDITION,12,,false
AccountService.java,ADDITION,13,    private Connection conn;,false
AccountService.java,ADDITION,14,,false
AccountService.java,ADDITION,15,    public AccountService(Connection conn) {,false
AccountService.java,ADDITION,16,        this.conn = conn;,false
AccountService.java,ADDITION,17,    },false
AccountService.java,ADDITION,18,,false
AccountService.java,ADDITION,19,    // Get account balance by account ID,false
AccountService.java,ADDITION,20,    public double getBalance(String accountId) {,false
AccountService.java,ADDITION,21,        try {,false
AccountService.java,ADDITION,22,"            String sql = """"""",false
AccountService.java,ADDITION,23,"                    SELECT COALESCE(balance, 0.00) AS balance",false
AccountService.java,ADDITION,24,                    FROM accounts,false
AccountService.java,ADDITION,25,                    WHERE account_id = ?,false
AccountService.java,ADDITION,26,                    AND status = 'ACTIVE',false
AccountService.java,ADDITION,27,                    LIMIT 1;,false
AccountService.java,ADDITION,28,"                    """""";",false
AccountService.java,ADDITION,29,,false
AccountService.java,ADDITION,30,            PreparedStatement stmt = conn.prepareStatement(sql);,false
AccountService.java,ADDITION,31,"            stmt.setString(1, accountId);",false
AccountService.java,ADDITION,32,            ResultSet rs = stmt.executeQuery();,false
AccountService.java,ADDITION,33,,false
AccountService.java,ADDITION,34,"            return rs.next() ? rs.getDouble(""balance"") : 0.00;",false
AccountService.java,ADDITION,35,,false
AccountService.java,ADDITION,36,        } catch (Exception e) {,false
AccountService.java,ADDITION,37,"            System.err.println(""Failed to fetch balance: "" + e.getMessage());",false
AccountService.java,ADDITION,38,            return 0.00;,false
AccountService.java,ADDITION,39,        },false
AccountService.java,ADDITION,40,    },false
AccountService.java,ADDITION,41,,false
AccountService.java,ADDITION,42,    // Update account status,false
AccountService.java,ADDITION,43,"    public boolean updateStatus(String accountId, String status) {",false
AccountService.java,ADDITION,44,        try {,false
AccountService.java,ADDITION,45,"            String sql = """"""",false
AccountService.java,ADDITION,46,                    UPDATE accounts,false
AccountService.java,ADDITION,47,"                    SET status = ?, last_updated = NOW()",false
AccountService.java,ADDITION,48,                    WHERE account_id = ?,false
AccountService.java,ADDITION,49,"                    """""";",false
AccountService.java,ADDITION,50,,false
AccountService.java,ADDITION,51,            PreparedStatement stmt = conn.prepareStatement(sql);,false
AccountService.java,ADDITION,52,"            stmt.setString(1, status);",false
AccountService.java,ADDITION,53,"            stmt.setString(2, accountId);",false
AccountService.java,ADDITION,54,,false
AccountService.java,ADDITION,55,            int rows = stmt.executeUpdate();,false
AccountService.java,ADDITION,56,            return rows > 0;,false
AccountService.java,ADDITION,57,,false
AccountService.java,ADDITION,58,        } catch (Exception e) {,false
AccountService.java,ADDITION,59,"            System.err.println(""Failed to update status: "" + e.getMessage());",false
AccountService.java,ADDITION,60,            return false;,false
AccountService.java,ADDITION,61,        },false
AccountService.java,ADDITION,62,    },false
AccountService.java,ADDITION,63,},false
Main.java,REMOVAL,9, * PINE LABS update (via main → master):,false
Main.java,REMOVAL,10, *   - ACTIVE customers with phone_number and pagination,false
Main.java,REMOVAL,11, *   - Conflicts with mod-release which has INACTIVE + credit_limit,false
Main.java,ADDITION,9, * feature/automation update:,false
Main.java,ADDITION,10, *   - Added connection timeout handling,false
Main.java,ADDITION,11, *   - Added logging for failed connections,false
Main.java,ADDITION,12, *   - Improved result set display with row count,false
Main.java,ADDITION,20,    private static final int    QUERY_TIMEOUT = 30;,false
Main.java,ADDITION,26,"        System.out.println(""✓ Database connection established"");",false
Main.java,REMOVAL,25,        // PINE LABS: ACTIVE customers with phone_number + pagination,false
Main.java,REMOVAL,26,        // CONFLICTS with mod-release: INACTIVE + credit_limit + no pagination,false
Main.java,REMOVAL,34,                WHERE status = 'INACTIVE',false
Main.java,ADDITION,35,                WHERE status = 'ACTIVE',false
Main.java,REMOVAL,36,                LIMIT 10;,false
Main.java,ADDITION,37,                LIMIT ? OFFSET ?;,false
Main.java,ADDITION,41,        stmt.setQueryTimeout(QUERY_TIMEOUT);,false
Main.java,ADDITION,42,"        stmt.setInt(1, pageSize);",false
Main.java,ADDITION,43,"        stmt.setInt(2, page * pageSize);",false
Main.java,ADDITION,49,        int rowCount = 0;,false
Main.java,ADDITION,51,            rowCount++;,false
